UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
229656,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",17,"R",0,"R",0,"R",17,"R",12,"R",71,"R",16
229780,"R",248,"R",594,"R",42,"R",244,"R",0,"R",0,"R",244,"R",116,"R",48,"R",13,"R",0,"R",0,"R",13,"R",7,"R",54,"R",10
229799,"R",361,"R",1123,"R",32,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
229814,"R",1243,"R",2162,"R",57,"R",1254,"R",0,"R",0,"R",1254,"R",842,"R",67,"R",24,"R",0,"R",0,"R",24,"R",11,"R",46,"R",18
229832,"R",167,"R",534,"R",31,"R",157,"R",0,"R",0,"R",157,"R",106,"R",68,"R",71,"R",0,"R",0,"R",71,"R",44,"R",62,"R",19
229841,"R",918,"R",2202,"R",42,"R",1064,"Z",0,"Z",0,"R",1064,"R",786,"R",74,"R",327,"Z",0,"Z",0,"R",327,"R",175,"R",54,"R",17
229887,"R",241,"R",311,"R",77,"R",240,"R",0,"R",0,"R",240,"R",76,"R",32,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",18
230010,"A",,"A",,"A",,"R",117,"R",2,"R",0,"R",115,"R",102,"R",89,"R",125,"R",0,"R",0,"R",125,"R",74,"R",59,"R",16
230038,"R",5869,"R",7252,"R",81,"R",5359,"R",2237,"R",0,"R",3122,"R",2780,"R",89,"R",205,"R",66,"R",0,"R",139,"R",108,"R",78,"R",21
230047,"R",333,"R",470,"R",71,"R",338,"R",47,"R",0,"R",291,"R",195,"R",67,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",16
230065,"A",,"A",,"A",,"R",88,"R",0,"R",0,"R",88,"R",86,"R",98,"R",161,"R",0,"R",0,"R",161,"R",159,"R",99,"R",12
230144,"A",,"A",,"A",,"R",69,"R",0,"R",0,"R",69,"R",59,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
230162,"A",,"A",,"A",,"R",86,"R",0,"R",0,"R",86,"R",55,"R",64,"R",535,"R",0,"R",0,"R",535,"R",290,"R",54,"R",10
230171,"R",1926,"R",4419,"R",44,"R",1135,"R",59,"R",0,"R",1076,"R",678,"R",63,"R",73,"R",0,"R",0,"R",73,"R",21,"R",29,"R",22
230199,"A",,"A",,"A",,"R",54,"R",0,"R",0,"R",54,"R",42,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
230205,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",23,"R",100,"R",11,"R",0,"R",0,"R",11,"R",11,"R",100,"R",20
230214,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"R",18
230366,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
230418,"R",449,"R",3775,"R",12,"R",101,"R",0,"R",0,"R",101,"R",62,"R",61,"R",439,"R",0,"R",0,"R",439,"R",205,"R",47,"R",20
230490,"A",,"A",,"A",,"R",64,"R",0,"R",0,"R",64,"R",47,"R",73,"R",351,"R",5,"Z",0,"R",346,"R",166,"R",48,"R",13
230597,"R",1455,"R",1720,"R",85,"R",12,"R",2,"R",0,"R",10,"R",4,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
230603,"R",2152,"R",4783,"R",45,"R",1907,"R",257,"R",0,"R",1650,"R",1213,"R",74,"R",99,"R",3,"R",0,"R",96,"R",36,"R",38,"R",22
230676,"A",,"A",,"A",,"R",65,"R",2,"R",0,"R",63,"R",56,"R",89,"R",68,"R",0,"R",0,"R",68,"R",44,"R",65,"R",8
230728,"R",3954,"R",5481,"R",72,"R",3831,"R",613,"R",0,"R",3218,"R",2386,"R",74,"R",361,"R",28,"R",0,"R",333,"R",148,"R",44,"R",19
230737,"R",3315,"R",15752,"R",21,"R",1913,"R",136,"Z",0,"R",1777,"R",1238,"R",70,"R",746,"R",39,"Z",0,"R",707,"R",349,"R",49,"R",28
230746,"R",1644,"R",5986,"R",27,"R",1491,"R",1,"R",0,"R",1490,"R",864,"R",58,"R",1975,"R",0,"R",0,"R",1975,"R",862,"R",44,"R",17
230764,"R",5371,"R",7312,"R",73,"R",5294,"R",179,"R",0,"R",5115,"R",4367,"R",85,"R",226,"R",4,"R",0,"R",222,"R",137,"R",62,"R",18
230782,"R",2535,"R",12770,"R",20,"R",1598,"R",53,"R",0,"R",1545,"R",1029,"R",67,"R",435,"R",5,"R",0,"R",430,"R",200,"R",47,"R",20
230807,"R",226,"R",302,"R",75,"R",191,"R",4,"R",0,"R",187,"R",142,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
230816,"R",206,"R",242,"R",85,"R",215,"R",1,"R",0,"R",214,"R",182,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
230852,"R",525,"R",777,"R",68,"R",557,"R",0,"R",0,"R",557,"R",427,"R",77,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"R",13
230861,"R",149,"R",2253,"R",7,"R",158,"R",0,"R",0,"R",158,"R",68,"R",43,"R",458,"R",0,"R",0,"R",458,"R",158,"R",34,"R",20
230889,"R",2,"R",28,"R",7,"R",9,"R",0,"R",0,"R",9,"R",9,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
230959,"R",615,"R",636,"R",97,"R",639,"R",0,"R",0,"R",639,"R",598,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
230995,"R",490,"R",825,"R",59,"R",549,"R",0,"R",0,"R",549,"R",381,"R",69,"R",25,"R",0,"R",0,"R",25,"R",6,"R",24,"R",12
231004,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",20,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
231059,"R",325,"R",375,"R",87,"R",258,"Z",0,"Z",0,"R",258,"R",217,"R",84,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
231068,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
231095,"R",7,"R",31,"R",23,"R",10,"R",0,"R",0,"R",10,"R",3,"R",30,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",9
231165,"R",547,"R",1329,"R",41,"R",693,"R",0,"R",0,"R",693,"R",463,"R",67,"R",11,"R",0,"R",0,"R",11,"R",4,"R",36,"R",9
231174,"R",2881,"R",3499,"R",82,"R",2988,"R",3,"R",6,"R",2991,"R",2637,"R",88,"R",12,"R",0,"R",1,"R",13,"R",10,"R",77,"R",17
231280,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",18,"R",78,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
231411,"R",117,"R",122,"R",96,"R",179,"R",0,"R",0,"R",179,"R",145,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
231420,"R",282,"R",480,"R",59,"R",249,"R",0,"R",0,"R",249,"R",146,"R",59,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",13
231536,"R",412,"R",987,"R",42,"R",449,"R",0,"R",0,"R",449,"R",262,"R",58,"R",353,"R",0,"R",0,"R",353,"R",148,"R",42,"R",21
231554,"R",175,"R",273,"R",64,"R",146,"R",0,"R",0,"R",146,"R",72,"R",49,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",15
231581,"R",429,"R",472,"R",91,"R",422,"R",0,"R",0,"R",422,"R",327,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
231624,"R",1619,"R",1786,"R",91,"R",1642,"R",2,"R",0,"R",1640,"R",1552,"R",95,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
231651,"R",437,"R",2137,"R",20,"R",338,"R",3,"R",0,"R",335,"R",222,"R",66,"R",128,"R",0,"R",0,"R",128,"R",29,"R",23,"R",20
231688,"A",,"A",,"A",,"R",11,"Z",0,"Z",0,"R",11,"R",8,"R",73,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",13
231697,"R",242,"R",817,"R",30,"R",263,"R",0,"R",0,"R",263,"R",181,"R",69,"R",352,"R",0,"R",0,"R",352,"R",169,"R",48,"R",17
231712,"R",1162,"R",1317,"R",88,"R",1161,"R",0,"R",0,"R",1161,"R",961,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
231785,"R",133,"R",474,"R",28,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",19
231873,"R",104,"R",174,"R",60,"R",120,"R",0,"R",0,"R",120,"R",82,"R",68,"R",25,"R",0,"R",0,"R",25,"R",12,"R",48,"R",18
231882,"R",252,"R",491,"R",51,"R",257,"R",0,"R",0,"R",257,"R",160,"R",62,"R",117,"R",0,"R",0,"R",117,"R",40,"R",34,"R",21
232016,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",12,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
232025,"R",338,"R",399,"R",85,"R",347,"R",0,"R",0,"R",347,"R",240,"R",69,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",12
232043,"R",185,"R",235,"R",79,"R",201,"R",0,"R",0,"R",201,"R",153,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
232052,"R",89,"R",181,"R",49,"R",66,"R",0,"R",0,"R",66,"R",44,"R",67,"R",69,"R",0,"R",0,"R",69,"R",17,"R",25,"R",19
232089,"R",237,"R",305,"R",78,"R",186,"R",0,"R",0,"R",186,"R",109,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
232186,"R",4276,"R",7490,"R",57,"R",4008,"R",1,"R",0,"R",4007,"R",3500,"R",87,"R",136,"R",0,"R",0,"R",136,"R",90,"R",66,"R",16
232195,"R",729,"R",1848,"R",39,"R",733,"R",0,"R",0,"R",733,"R",510,"R",70,"R",658,"R",0,"R",0,"R",658,"R",321,"R",49,"R",24
232256,"R",239,"R",247,"R",97,"R",279,"R",0,"R",0,"R",279,"R",237,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
232265,"R",1187,"R",1332,"R",89,"R",841,"R",0,"R",0,"R",841,"R",713,"R",85,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",15
232308,"R",192,"R",205,"R",94,"R",210,"Z",0,"Z",0,"R",210,"R",156,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
232414,"R",561,"R",2124,"R",26,"R",570,"R",0,"R",0,"R",570,"R",367,"R",64,"R",621,"R",0,"R",0,"R",621,"R",241,"R",39,"R",21
232423,"R",4916,"R",5702,"R",86,"R",4859,"R",0,"R",0,"R",4859,"R",4380,"R",90,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",17
232450,"R",696,"R",2017,"R",35,"R",742,"R",0,"R",0,"R",742,"R",473,"R",64,"R",700,"R",0,"R",0,"R",700,"R",313,"R",45,"R",22
232557,"R",4362,"R",12002,"R",36,"R",4398,"R",3,"Z",0,"R",4395,"R",3463,"R",79,"R",959,"R",0,"Z",0,"R",959,"R",228,"R",24,"R",18
232566,"R",786,"R",1098,"R",72,"R",783,"R",1,"R",0,"R",782,"R",608,"R",78,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"R",14
232575,"R",536,"R",1153,"R",46,"R",517,"R",0,"R",0,"R",517,"R",356,"R",69,"R",434,"R",0,"R",0,"R",434,"R",201,"R",46,"R",27
232609,"R",473,"R",761,"R",62,"R",410,"R",0,"R",0,"R",410,"R",311,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
232618,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",6
232672,"R",291,"R",403,"R",72,"R",258,"R",0,"R",0,"R",258,"R",158,"R",61,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
232681,"R",737,"R",1084,"R",68,"R",732,"R",0,"R",0,"R",732,"R",600,"R",82,"R",17,"R",0,"R",0,"R",17,"R",15,"R",88,"R",13
232706,"R",407,"R",581,"R",70,"R",350,"R",0,"R",0,"R",350,"R",266,"R",76,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",13
232724,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
232788,"R",297,"R",436,"R",68,"R",247,"R",0,"R",0,"R",247,"R",173,"R",70,"R",77,"R",0,"R",0,"R",77,"R",35,"R",45,"R",20
232797,"R",21,"R",131,"R",16,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",10,"R",0,"R",0,"R",10,"R",0,"R",0,"R",11
232867,"R",459,"R",812,"R",57,"R",447,"R",0,"R",0,"R",447,"R",303,"R",68,"R",137,"R",0,"R",0,"R",137,"R",56,"R",41,"R",32
232885,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
232919,"A",,"A",,"A",,"R",157,"R",0,"R",0,"R",157,"R",108,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
232937,"R",1414,"R",1817,"R",78,"R",1195,"R",0,"R",0,"R",1195,"R",860,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
232946,"R",4770,"R",10961,"R",44,"R",4817,"R",0,"R",0,"R",4817,"R",3471,"R",72,"R",3921,"R",0,"R",0,"R",3921,"R",1799,"R",46,"R",30
232982,"R",2672,"R",4451,"R",60,"R",3023,"R",20,"R",0,"R",3003,"R",2280,"R",76,"R",61,"R",0,"R",0,"R",61,"R",22,"R",36,"R",15
233019,"R",330,"R",502,"R",66,"R",377,"R",0,"R",0,"R",377,"R",255,"R",68,"R",88,"R",0,"R",0,"R",88,"R",35,"R",40,"R",19
233037,"R",114,"R",237,"R",48,"R",106,"R",0,"R",0,"R",106,"R",64,"R",60,"R",48,"R",0,"R",0,"R",48,"R",19,"R",40,"R",18
233082,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
233116,"R",350,"R",993,"R",35,"R",326,"R",0,"R",0,"R",326,"R",214,"R",66,"R",383,"R",0,"R",0,"R",383,"R",178,"R",46,"R",20
233277,"R",1101,"R",1715,"R",64,"R",1215,"R",0,"R",0,"R",1215,"R",883,"R",73,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",12
233286,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",10,"R",63,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
233295,"R",430,"R",488,"R",88,"R",414,"R",0,"R",0,"R",414,"R",335,"R",81,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",10
233301,"R",200,"R",236,"R",85,"R",147,"R",0,"R",0,"R",147,"R",100,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
233310,"R",143,"R",452,"R",32,"R",164,"R",0,"R",0,"R",164,"R",92,"R",56,"R",194,"R",0,"R",0,"R",194,"R",94,"R",48,"R",22
233329,"A",,"A",,"A",,"R",28,"R",0,"R",0,"R",28,"R",8,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
233338,"R",362,"R",497,"R",73,"R",318,"R",0,"R",0,"R",318,"R",188,"R",59,"R",52,"Z",0,"Z",0,"R",52,"R",17,"R",33,"R",25
233356,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
233374,"R",832,"R",912,"R",91,"R",850,"R",0,"R",0,"R",850,"R",792,"R",93,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",7
233408,"R",4,"R",5,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
233426,"R",531,"R",620,"R",86,"R",502,"R",0,"R",0,"R",502,"R",391,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
233480,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
233541,"R",482,"R",636,"R",76,"R",475,"R",0,"R",0,"R",475,"R",388,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
233602,"R",19,"R",20,"R",95,"R",15,"R",0,"R",0,"R",15,"R",14,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
233611,"R",296,"R",382,"R",77,"R",292,"R",64,"R",0,"R",228,"R",188,"R",82,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",17
233639,"R",130,"R",1004,"R",13,"R",193,"R",0,"R",0,"R",193,"R",114,"R",59,"R",230,"R",0,"R",0,"R",230,"R",103,"R",45,"R",25
233648,"R",418,"R",624,"R",67,"R",369,"R",0,"R",0,"R",369,"R",225,"R",61,"R",81,"R",0,"R",0,"R",81,"R",31,"R",38,"R",19
233666,"A",,"A",,"A",,"R",16,"Z",0,"Z",0,"R",16,"R",16,"R",100,"R",4,"Z",0,"Z",0,"R",4,"R",4,"R",100,"R",12
233684,"R",8,"R",308,"R",3,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",48,"R",0,"R",0,"R",48,"R",13,"R",27,"R",39
233718,"R",138,"R",147,"R",94,"R",154,"R",0,"R",0,"R",154,"R",118,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
233754,"R",505,"R",1277,"R",40,"R",512,"R",0,"R",0,"R",512,"R",300,"R",59,"R",449,"R",0,"R",0,"R",449,"R",191,"R",43,"R",22
233772,"R",1543,"R",4099,"R",38,"R",1489,"R",0,"R",0,"R",1489,"R",837,"R",56,"R",1560,"R",0,"R",0,"R",1560,"R",554,"R",36,"R",21
233897,"R",288,"R",627,"R",46,"R",250,"R",0,"R",0,"R",250,"R",183,"R",73,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",13
233903,"R",257,"R",481,"R",53,"R",244,"R",0,"R",0,"R",244,"R",150,"R",61,"R",112,"R",0,"R",0,"R",112,"R",42,"R",38,"R",18
233921,"R",7180,"R",8356,"R",86,"R",7093,"R",0,"R",0,"R",7093,"R",6511,"R",92,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",17
233949,"R",620,"R",1419,"R",44,"R",676,"R",0,"R",0,"R",676,"R",438,"R",65,"R",408,"R",0,"R",0,"R",408,"R",165,"R",40,"R",23
234030,"R",4487,"R",5945,"R",75,"R",4120,"R",1,"R",0,"R",4119,"R",3527,"R",86,"R",47,"R",0,"R",0,"R",47,"R",31,"R",66,"R",17
234076,"R",3966,"R",4962,"R",80,"R",4019,"R",1,"R",0,"R",4018,"R",3911,"R",97,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
234085,"R",447,"R",467,"R",96,"R",347,"Z",0,"Z",0,"R",347,"R",293,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
234119,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",17
234137,"R",48,"R",125,"R",38,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
234155,"R",1444,"R",1697,"R",85,"R",1374,"Z",0,"Z",0,"R",1374,"R",978,"R",71,"R",8,"Z",0,"Z",0,"R",8,"R",6,"R",75,"R",13
234164,"R",361,"R",519,"R",70,"R",275,"R",0,"R",0,"R",275,"R",170,"R",62,"R",19,"R",0,"R",0,"R",19,"R",4,"R",21,"R",22
234173,"R",369,"R",706,"R",52,"R",280,"R",0,"R",0,"R",280,"R",187,"R",67,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",13
234207,"R",502,"R",513,"R",98,"R",476,"Z",0,"R",0,"R",476,"R",454,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
234377,"R",281,"R",507,"R",55,"R",249,"R",0,"R",0,"R",249,"R",165,"R",66,"R",101,"R",0,"R",0,"R",101,"R",53,"R",52,"R",23
234669,"R",849,"R",2845,"R",30,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",15
234696,"R",258,"R",752,"R",34,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",23
234711,"R",311,"R",559,"R",56,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",16
234827,"R",1481,"R",2442,"R",61,"R",1402,"R",0,"R",0,"R",1402,"R",967,"R",69,"R",165,"R",0,"R",0,"R",165,"R",86,"R",52,"R",17
234845,"R",358,"R",728,"R",49,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",15
234915,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",18,"R",0,"R",0,"R",18,"R",4,"R",22,"R",9
234924,"A",,"A",,"A",,"R",54,"R",0,"R",0,"R",54,"R",50,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
234933,"R",895,"R",2011,"R",45,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",12
234951,"R",387,"R",1104,"R",35,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",22
234979,"R",965,"R",1960,"R",49,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",19
235024,"R",163,"R",204,"R",80,"R",124,"R",0,"R",0,"R",124,"R",85,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
235088,"A",,"A",,"A",,"R",115,"R",0,"R",0,"R",115,"R",115,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
235097,"R",1321,"R",2020,"R",65,"R",1336,"R",0,"R",0,"R",1336,"R",896,"R",67,"R",29,"R",0,"R",0,"R",29,"R",8,"R",28,"R",20
235103,"R",401,"R",1775,"R",23,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",12
235149,"R",777,"R",1759,"R",44,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",16
235167,"R",355,"R",778,"R",46,"R",261,"R",0,"R",0,"R",261,"R",178,"R",68,"R",10,"Z",0,"Z",0,"R",10,"R",3,"R",30,"R",20
235237,"R",785,"R",2119,"R",37,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",20
235307,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
235316,"R",1253,"R",1473,"R",85,"R",1216,"R",1,"R",0,"R",1215,"R",1141,"R",94,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",12
235334,"R",197,"R",476,"R",41,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",14
235343,"R",652,"R",1790,"R",36,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",11
235352,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",13,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
235422,"R",128,"R",260,"R",49,"R",128,"R",2,"R",0,"R",126,"R",73,"R",58,"R",24,"R",0,"R",0,"R",24,"R",8,"R",33,"R",7
235431,"R",411,"R",1345,"R",31,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",15
235501,"A",,"A",,"A",,"R",113,"R",0,"R",0,"R",113,"R",71,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
235547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
235671,"R",451,"R",1426,"R",32,"R",236,"Z",0,"Z",0,"R",236,"R",151,"R",64,"R",58,"Z",0,"Z",0,"R",58,"R",41,"R",71,"R",21
235699,"R",309,"R",1182,"R",26,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",17
235750,"R",272,"R",676,"R",40,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",13
236018,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"N",10
236072,"R",374,"R",1861,"R",20,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",17
236133,"R",149,"R",252,"R",59,"R",104,"R",0,"R",0,"R",104,"R",76,"R",73,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
236188,"R",508,"R",1691,"R",30,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",19
236212,"A",,"A",,"A",,"R",232,"R",0,"R",0,"R",232,"R",207,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
236230,"R",622,"R",838,"R",74,"R",526,"R",1,"R",0,"R",525,"R",417,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
236258,"R",160,"R",568,"R",28,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",14
236328,"R",463,"R",506,"R",92,"R",405,"R",1,"R",0,"R",404,"R",325,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
236382,"R",277,"R",950,"R",29,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",14
236452,"R",260,"R",440,"R",59,"R",292,"R",0,"R",0,"R",292,"R",214,"R",73,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",10
236504,"R",304,"R",1881,"R",16,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",31
236513,"R",703,"R",1939,"R",36,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",18
236577,"R",381,"R",485,"R",79,"R",532,"R",0,"R",0,"R",532,"R",397,"R",75,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",10
