UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
153977,"R",49,"R",412,"R",12,"R",19,"R",0,"R",0,"R",19,"R",10,"R",53,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",7
154004,"R",337,"R",402,"R",84,"R",346,"R",0,"R",0,"R",346,"R",240,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
154013,"R",202,"R",408,"R",50,"R",221,"R",0,"R",0,"R",221,"R",155,"R",70,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",13
154022,"A",,"A",,"A",,"R",620,"R",0,"R",0,"R",620,"R",190,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
154059,"R",442,"R",1162,"R",38,"R",494,"R",0,"R",0,"R",494,"R",359,"R",73,"R",45,"R",0,"R",0,"R",45,"R",26,"R",58,"R",21
154095,"R",1543,"R",2504,"R",62,"R",1425,"R",3,"R",0,"R",1422,"R",1203,"R",85,"R",11,"R",0,"R",0,"R",11,"R",7,"R",64,"R",17
154101,"R",283,"R",321,"R",88,"R",288,"R",0,"R",0,"R",288,"R",230,"R",80,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",14
154110,"R",318,"R",562,"R",57,"R",354,"R",0,"R",0,"R",354,"R",199,"R",56,"R",151,"R",0,"R",0,"R",151,"R",74,"R",49,"R",20
154129,"R",289,"R",785,"R",37,"R",267,"R",0,"R",0,"R",267,"R",187,"R",70,"R",42,"Z",0,"Z",0,"R",42,"R",14,"R",33,"R",16
154174,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
154208,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",53,"Z",0,"Z",0,"R",53,"R",43,"R",81,"R",15
154235,"R",421,"R",718,"R",59,"R",458,"R",0,"R",0,"R",458,"R",383,"R",84,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",11
154262,"R",5,"R",63,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
154332,"A",,"A",,"A",,"R",35,"R",0,"R",0,"R",35,"R",33,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
154350,"R",342,"R",395,"R",87,"R",300,"R",0,"R",0,"R",300,"R",228,"R",76,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",11
154378,"R",471,"R",1114,"R",42,"R",429,"R",0,"R",2,"R",431,"R",296,"R",69,"R",139,"Z",0,"R",0,"R",139,"R",66,"R",47,"R",15
154396,"R",243,"R",360,"R",68,"R",264,"R",0,"R",0,"R",264,"R",195,"R",74,"R",46,"R",0,"R",0,"R",46,"R",22,"R",48,"R",16
154448,"A",,"A",,"A",,"R",38,"R",0,"R",0,"R",38,"R",30,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
154457,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
154466,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
154493,"R",155,"R",587,"R",26,"R",187,"R",0,"R",0,"R",187,"R",111,"R",59,"R",29,"R",0,"R",0,"R",29,"R",8,"R",28,"R",22
154518,"R",157,"R",511,"R",31,"R",143,"R",0,"R",0,"R",143,"R",74,"R",52,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",22
154527,"R",424,"R",476,"R",89,"R",351,"R",1,"R",0,"R",350,"R",281,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
154545,"A",,"A",,"A",,"R",54,"R",0,"R",0,"R",54,"R",40,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",34
154572,"R",589,"R",2460,"R",24,"R",507,"R",0,"R",0,"R",507,"R",325,"R",64,"R",170,"R",0,"R",0,"R",170,"R",68,"R",40,"R",13
154590,"R",294,"R",548,"R",54,"R",313,"Z",0,"Z",0,"R",313,"R",176,"R",56,"R",4,"Z",0,"Z",0,"R",4,"R",1,"R",25,"R",13
154642,"R",212,"R",359,"R",59,"R",291,"R",0,"R",0,"R",291,"R",140,"R",48,"R",102,"R",0,"R",0,"R",102,"R",17,"R",17,"R",19
154688,"R",231,"R",658,"R",35,"R",229,"R",0,"R",0,"R",229,"R",170,"R",74,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",12
154697,"R",468,"R",1429,"R",33,"R",413,"R",0,"R",0,"R",413,"R",210,"R",51,"R",174,"R",0,"R",0,"R",174,"R",40,"R",23,"R",18
154712,"R",626,"R",801,"R",78,"R",593,"R",0,"R",0,"R",593,"R",477,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
154721,"R",174,"R",278,"R",63,"R",259,"R",0,"R",0,"R",259,"R",127,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
154749,"R",160,"R",188,"R",85,"R",111,"R",0,"R",0,"R",111,"R",67,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
154800,"R",1012,"R",1868,"R",54,"R",1042,"R",0,"R",0,"R",1042,"R",683,"R",66,"R",491,"R",0,"R",0,"R",491,"R",174,"R",35,"R",18
154855,"A",,"A",,"A",,"R",111,"R",0,"R",0,"R",111,"R",66,"R",59,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",11
154907,"R",234,"R",786,"R",30,"R",228,"R",0,"R",0,"R",228,"R",151,"R",66,"R",29,"R",0,"R",0,"R",29,"R",13,"R",45,"R",13
154925,"R",370,"R",476,"R",78,"R",408,"R",0,"R",0,"R",408,"R",245,"R",60,"R",11,"R",0,"R",0,"R",11,"R",5,"R",45,"R",20
154934,"R",204,"R",430,"R",47,"R",204,"Z",0,"Z",0,"R",204,"R",145,"R",71,"R",38,"Z",0,"Z",0,"R",38,"R",14,"R",37,"R",21
154952,"R",473,"R",1093,"R",43,"R",448,"R",0,"R",0,"R",448,"R",278,"R",62,"R",72,"R",0,"R",0,"R",72,"R",30,"R",42,"R",16
154998,"R",389,"R",666,"R",58,"R",342,"Z",0,"Z",0,"R",342,"R",186,"R",54,"R",121,"Z",0,"Z",0,"R",121,"R",27,"R",22,"R",17
155007,"R",38,"R",118,"R",32,"R",41,"R",0,"R",0,"R",41,"R",31,"R",76,"R",13,"R",0,"R",0,"R",13,"R",3,"R",23,"R",10
155025,"R",406,"R",710,"R",57,"R",534,"R",0,"R",0,"R",534,"R",360,"R",67,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",17
155052,"R",84,"R",1020,"R",8,"R",85,"Z",0,"Z",0,"R",85,"R",71,"R",84,"R",31,"Z",0,"Z",0,"R",31,"R",22,"R",71,"R",14
155061,"R",826,"R",2572,"R",32,"R",760,"R",0,"R",0,"R",760,"R",584,"R",77,"R",28,"R",0,"R",0,"R",28,"R",11,"R",39,"R",14
155070,"R",38,"R",55,"R",69,"R",21,"R",0,"R",0,"R",21,"R",10,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
155089,"R",247,"R",660,"R",37,"R",260,"R",0,"R",0,"R",260,"R",181,"R",70,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",14
155098,"R",193,"R",549,"R",35,"R",231,"R",0,"R",0,"R",231,"R",140,"R",61,"R",35,"R",0,"R",0,"R",35,"R",15,"R",43,"R",17
155104,"R",432,"R",955,"R",45,"R",468,"R",0,"R",0,"R",468,"R",311,"R",66,"R",78,"R",0,"R",0,"R",78,"R",33,"R",42,"R",14
155140,"R",215,"R",334,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
155159,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",19,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
155177,"R",108,"R",150,"R",72,"R",12,"Z",0,"Z",0,"R",12,"R",10,"R",83,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",7
155186,"R",324,"R",821,"R",39,"R",351,"R",0,"R",0,"R",351,"R",137,"R",39,"R",189,"R",0,"R",0,"R",189,"R",47,"R",25,"R",13
155195,"R",693,"R",2441,"R",28,"R",704,"R",0,"Z",0,"R",704,"R",484,"R",69,"R",185,"R",0,"R",0,"R",185,"R",64,"R",35,"R",17
155201,"R",164,"R",454,"R",36,"R",193,"R",0,"R",0,"R",193,"R",105,"R",54,"R",33,"R",0,"R",0,"R",33,"R",8,"R",24,"R",16
155210,"R",1340,"R",3692,"R",36,"R",1298,"R",0,"Z",0,"R",1298,"R",858,"R",66,"R",864,"R",1,"Z",0,"R",863,"R",419,"R",49,"R",18
155283,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",26
155292,"R",491,"R",1751,"R",28,"R",434,"R",0,"R",0,"R",434,"R",218,"R",50,"R",267,"R",0,"R",0,"R",267,"R",101,"R",38,"R",14
155308,"R",14,"R",54,"R",26,"R",27,"R",0,"R",0,"R",27,"R",13,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
155317,"R",5159,"R",7022,"R",73,"R",4371,"R",1,"R",0,"R",4370,"R",3720,"R",85,"R",86,"R",0,"R",0,"R",86,"R",43,"R",50,"R",17
155335,"R",172,"R",1180,"R",15,"R",164,"R",0,"R",0,"R",164,"R",116,"R",71,"R",0,"R",0,"R",0,"R",0,"Z",0,"A",,"R",13
155353,"A",,"A",,"A",,"R",59,"Z",0,"Z",0,"R",59,"R",45,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
155399,"R",3124,"R",4484,"R",70,"R",2835,"R",0,"R",0,"R",2835,"R",2471,"R",87,"R",69,"R",0,"R",0,"R",69,"R",37,"R",54,"R",18
155414,"R",263,"R",382,"R",69,"R",234,"R",0,"R",0,"R",234,"R",140,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
155423,"A",,"A",,"A",,"R",183,"R",0,"R",0,"R",183,"R",130,"R",71,"R",65,"R",0,"R",0,"R",65,"R",32,"R",49,"R",16
155450,"R",188,"R",345,"R",54,"R",167,"R",0,"R",0,"R",167,"R",96,"R",57,"R",48,"R",0,"R",0,"R",48,"R",13,"R",27,"R",16
155487,"R",63,"R",532,"R",12,"R",65,"R",0,"R",0,"R",65,"R",51,"R",78,"R",27,"R",0,"R",0,"R",27,"R",13,"R",48,"R",17
155496,"R",30,"R",56,"R",54,"R",28,"R",0,"R",0,"R",28,"R",19,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
155511,"R",241,"R",292,"R",83,"R",249,"R",0,"R",0,"R",249,"R",161,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
155520,"R",209,"R",498,"R",42,"R",233,"R",0,"R",0,"R",233,"R",143,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
155566,"R",225,"R",427,"R",53,"R",282,"R",0,"R",0,"R",282,"R",166,"R",59,"R",38,"R",0,"R",0,"R",38,"R",18,"R",47,"R",11
155593,"R",192,"R",302,"R",64,"R",187,"R",2,"R",0,"R",185,"R",159,"R",86,"R",25,"R",0,"R",0,"R",25,"R",19,"R",76,"R",8
155618,"A",,"A",,"A",,"R",156,"R",1,"R",0,"R",155,"R",119,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
155627,"R",283,"R",397,"R",71,"R",243,"R",0,"R",0,"R",243,"R",140,"R",58,"R",18,"R",0,"R",0,"R",18,"R",1,"R",6,"R",15
155636,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
155681,"R",871,"R",1450,"R",60,"R",837,"R",2,"R",0,"R",835,"R",650,"R",78,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"R",15
155715,"R",279,"R",485,"R",58,"R",278,"R",0,"R",0,"R",278,"R",173,"R",62,"R",9,"R",0,"R",0,"R",9,"R",1,"R",11,"R",21
155812,"R",220,"R",433,"R",51,"R",196,"R",0,"R",0,"R",196,"R",126,"R",64,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
155830,"R",89,"R",799,"R",11,"R",88,"R",1,"R",0,"R",87,"R",64,"R",74,"R",26,"R",0,"R",0,"R",26,"R",13,"R",50,"R",11
155858,"R",358,"R",1024,"R",35,"R",251,"R",0,"R",0,"R",251,"R",164,"R",65,"R",60,"R",0,"R",0,"R",60,"R",28,"R",47,"R",15
155900,"R",195,"R",328,"R",59,"R",196,"R",0,"R",0,"R",196,"R",104,"R",53,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"R",11
155937,"R",141,"R",194,"R",73,"R",151,"R",0,"R",0,"R",151,"R",89,"R",59,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",9
155973,"R",129,"R",218,"R",59,"R",151,"R",0,"R",0,"R",151,"R",99,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
156082,"R",882,"R",2032,"R",43,"R",738,"R",0,"R",0,"R",738,"R",511,"R",69,"R",42,"R",0,"R",0,"R",42,"R",13,"R",31,"R",13
156107,"R",448,"R",3032,"R",15,"R",413,"R",0,"R",0,"R",413,"R",263,"R",64,"R",220,"R",0,"R",0,"R",220,"R",90,"R",41,"R",15
156125,"R",1723,"R",5015,"R",34,"R",1762,"R",0,"R",0,"R",1762,"R",1191,"R",68,"R",85,"R",0,"R",0,"R",85,"R",31,"R",36,"R",20
156134,"A",,"A",,"A",,"R",158,"R",0,"R",0,"R",158,"R",82,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
156189,"R",175,"R",209,"R",84,"R",170,"R",0,"R",0,"R",170,"R",99,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
156213,"R",356,"R",686,"R",52,"R",286,"R",0,"R",0,"R",286,"R",241,"R",84,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"R",12
156231,"R",317,"R",634,"R",50,"R",326,"R",0,"R",0,"R",326,"R",224,"R",69,"R",55,"R",0,"R",0,"R",55,"R",30,"R",55,"R",17
156286,"R",631,"R",808,"R",78,"R",546,"R",0,"R",0,"R",546,"R",410,"R",75,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",13
156295,"R",413,"R",473,"R",87,"R",352,"R",0,"R",0,"R",352,"R",309,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
156310,"A",,"A",,"A",,"R",97,"R",0,"R",0,"R",97,"R",31,"R",32,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",10
156338,"R",542,"R",1057,"R",51,"R",450,"R",1,"R",0,"R",449,"R",336,"R",75,"R",277,"R",0,"R",0,"R",277,"R",142,"R",51,"R",23
156356,"R",146,"R",214,"R",68,"R",95,"R",0,"R",0,"R",95,"R",54,"R",57,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8
156365,"R",649,"R",3963,"R",16,"R",654,"R",0,"R",0,"R",654,"R",391,"R",60,"R",26,"R",0,"R",0,"R",26,"R",4,"R",15,"R",21
156392,"R",1106,"R",2843,"R",39,"R",1155,"R",0,"R",0,"R",1155,"R",754,"R",65,"R",649,"R",0,"R",0,"R",649,"R",291,"R",45,"R",19
156408,"R",360,"R",371,"R",97,"R",400,"R",0,"R",0,"R",400,"R",350,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
156417,"R",10,"R",44,"R",23,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
156426,"A",,"A",,"A",,"R",19,"Z",0,"Z",0,"R",19,"R",17,"R",89,"R",6,"Z",0,"Z",0,"R",6,"R",4,"R",67,"R",15
156471,"A",,"A",,"A",,"R",46,"R",0,"R",0,"R",46,"R",31,"R",67,"R",14,"R",0,"R",0,"R",14,"R",4,"R",29,"R",12
156541,"R",574,"R",2000,"R",29,"R",424,"R",0,"R",0,"R",424,"R",344,"R",81,"R",6,"R",0,"R",0,"R",6,"R",1,"R",17,"R",19
156620,"R",2601,"R",4630,"R",56,"R",2041,"R",0,"Z",0,"R",2041,"R",1625,"R",80,"R",110,"R",0,"Z",0,"R",110,"R",34,"R",31,"R",15
156648,"R",617,"R",1292,"R",48,"R",625,"R",0,"R",0,"R",625,"R",447,"R",72,"R",345,"R",1,"R",0,"R",344,"R",160,"R",47,"R",24
156745,"R",307,"R",360,"R",85,"R",356,"R",0,"R",0,"R",356,"R",241,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
156754,"A",,"A",,"A",,"R",5,"R",0,"Z",0,"R",5,"R",2,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
156790,"R",257,"R",483,"R",53,"R",248,"R",1,"R",0,"R",247,"R",162,"R",66,"R",88,"R",0,"R",0,"R",88,"R",45,"R",51,"R",18
156842,"A",,"A",,"A",,"R",43,"Z",0,"Z",0,"R",43,"R",32,"R",74,"R",8,"Z",0,"Z",0,"R",8,"R",4,"R",50,"R",14
156851,"R",123,"R",274,"R",45,"R",124,"R",0,"R",0,"R",124,"R",96,"R",77,"R",61,"R",0,"R",0,"R",61,"R",30,"R",49,"R",19
156860,"R",181,"R",536,"R",34,"R",229,"R",0,"R",0,"R",229,"R",151,"R",66,"R",134,"R",0,"R",0,"R",134,"R",48,"R",36,"R",18
156921,"R",868,"R",2627,"R",33,"R",888,"R",0,"R",0,"R",888,"R",537,"R",60,"R",810,"R",0,"R",0,"R",810,"R",380,"R",47,"R",25
156967,"A",,"A",,"A",,"R",6,"R",1,"R",0,"R",5,"R",4,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
157021,"R",18,"R",70,"R",26,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",25
157030,"R",12,"R",31,"R",39,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
157058,"R",314,"R",416,"R",75,"R",227,"R",0,"R",0,"R",227,"R",138,"R",61,"R",19,"R",0,"R",0,"R",19,"R",1,"R",5,"R",14
157076,"R",229,"R",329,"R",70,"R",222,"R",0,"R",0,"R",222,"R",144,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
157085,"R",6360,"R",7361,"R",86,"R",5974,"R",2,"Z",0,"R",5972,"R",5176,"R",87,"R",87,"R",0,"R",0,"R",87,"R",41,"R",47,"R",17
157100,"R",164,"R",268,"R",61,"R",106,"R",0,"R",0,"R",106,"R",48,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
157216,"R",420,"R",599,"R",70,"R",400,"R",0,"R",0,"R",400,"R",251,"R",63,"R",13,"R",0,"R",0,"R",13,"R",3,"R",23,"R",17
157289,"R",2917,"R",4109,"R",71,"R",2706,"R",2,"R",0,"R",2704,"R",2179,"R",81,"R",225,"R",0,"R",0,"R",225,"R",127,"R",56,"R",14
157304,"R",283,"R",618,"R",46,"R",279,"R",0,"R",0,"R",279,"R",196,"R",70,"R",106,"R",0,"R",0,"R",106,"R",56,"R",53,"R",17
157331,"R",391,"R",790,"R",49,"R",324,"R",0,"R",0,"R",324,"R",229,"R",71,"R",173,"R",0,"R",0,"R",173,"R",77,"R",45,"R",20
157377,"R",261,"R",732,"R",36,"R",231,"R",0,"R",0,"R",231,"R",159,"R",69,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
157386,"R",1218,"R",3923,"R",31,"R",1055,"R",0,"R",0,"R",1055,"R",733,"R",69,"R",8,"R",0,"R",0,"R",8,"R",2,"R",25,"R",14
157401,"R",1646,"R",3111,"R",53,"R",1358,"R",0,"R",0,"R",1358,"R",1034,"R",76,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",16
157438,"R",352,"R",1024,"R",34,"R",296,"R",0,"R",0,"R",296,"R",217,"R",73,"R",353,"R",0,"R",0,"R",353,"R",199,"R",56,"R",17
157447,"R",1245,"R",3177,"R",39,"R",1515,"Z",0,"Z",0,"R",1515,"R",1179,"R",78,"R",56,"Z",0,"Z",0,"R",56,"R",19,"R",34,"R",18
157483,"R",564,"R",1065,"R",53,"R",589,"R",1,"R",0,"R",588,"R",416,"R",71,"R",189,"R",0,"R",0,"R",189,"R",84,"R",44,"R",18
157535,"R",315,"R",714,"R",44,"R",262,"R",0,"R",0,"R",262,"R",169,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
157553,"R",372,"R",601,"R",62,"R",324,"R",0,"R",0,"R",324,"R",191,"R",59,"R",78,"R",0,"R",0,"R",78,"R",23,"R",29,"R",14
157614,"A",,"A",,"A",,"R",29,"R",0,"Z",0,"R",29,"R",26,"R",90,"R",11,"R",0,"Z",0,"R",11,"R",6,"R",55,"R",19
157650,"A",,"A",,"A",,"R",37,"R",0,"Z",0,"R",37,"R",24,"R",65,"R",13,"R",0,"Z",0,"R",13,"R",5,"R",38,"R",24
157669,"A",,"A",,"A",,"R",32,"R",0,"Z",0,"R",32,"R",18,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
157678,"A",,"A",,"A",,"R",46,"R",0,"Z",0,"R",46,"R",37,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
157711,"R",779,"R",1381,"R",56,"R",666,"R",0,"R",0,"R",666,"R",436,"R",65,"R",252,"R",0,"R",0,"R",252,"R",114,"R",45,"R",18
157739,"R",309,"R",574,"R",54,"R",284,"R",0,"R",0,"R",284,"R",204,"R",72,"R",88,"R",0,"R",0,"R",88,"R",30,"R",34,"R",21
157748,"R",158,"R",277,"R",57,"R",145,"Z",0,"Z",0,"R",145,"R",117,"R",81,"R",16,"Z",0,"Z",0,"R",16,"R",8,"R",50,"R",16
157757,"R",114,"R",246,"R",46,"R",132,"R",0,"R",0,"R",132,"R",92,"R",70,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",11
157793,"R",393,"R",1023,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
157809,"R",398,"R",868,"R",46,"R",382,"R",0,"R",0,"R",382,"R",256,"R",67,"R",2,"R",0,"R",1,"R",3,"R",2,"R",67,"R",14
157818,"R",278,"R",302,"R",92,"R",278,"R",0,"R",0,"R",278,"R",232,"R",83,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",10
157863,"R",196,"R",287,"R",68,"R",200,"R",0,"R",0,"R",200,"R",115,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
157951,"R",2796,"R",3583,"R",78,"R",2429,"R",1,"Z",0,"R",2428,"R",1893,"R",78,"R",22,"R",0,"R",0,"R",22,"R",2,"R",9,"R",18
158088,"R",210,"R",429,"R",49,"R",188,"R",0,"R",0,"R",188,"R",137,"R",73,"R",36,"R",0,"R",0,"R",36,"R",21,"R",58,"R",23
158246,"A",,"A",,"A",,"R",58,"R",0,"R",0,"R",58,"R",43,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
158325,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
158431,"R",695,"R",1921,"R",36,"R",796,"R",0,"R",0,"R",796,"R",417,"R",52,"R",586,"R",0,"R",0,"R",586,"R",172,"R",29,"R",22
158477,"R",255,"R",292,"R",87,"R",173,"R",0,"R",0,"R",173,"R",130,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
158538,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
158617,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
158662,"R",1087,"R",4077,"R",27,"R",1080,"R",0,"R",0,"R",1080,"R",524,"R",49,"R",948,"R",0,"R",0,"R",948,"R",307,"R",32,"R",18
158778,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
158787,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",11,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
158802,"R",246,"R",318,"R",77,"R",329,"R",0,"R",0,"R",329,"R",229,"R",70,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",11
158884,"R",227,"R",607,"R",37,"R",153,"R",0,"R",0,"R",153,"R",87,"R",57,"R",132,"R",0,"R",0,"R",132,"R",43,"R",33,"R",29
159009,"R",914,"R",1218,"R",75,"R",819,"R",0,"R",0,"R",819,"R",624,"R",76,"R",42,"R",0,"R",0,"R",42,"R",28,"R",67,"R",25
159027,"A",,"A",,"A",,"R",36,"R",0,"R",0,"R",36,"R",11,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
159197,"R",166,"R",166,"R",100,"R",128,"R",0,"R",0,"R",128,"R",77,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
159328,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",18,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
159373,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
159382,"R",448,"R",1573,"R",28,"R",258,"R",0,"R",0,"R",258,"R",175,"R",68,"R",30,"R",0,"R",0,"R",30,"R",14,"R",47,"R",14
159391,"R",7494,"R",11162,"R",67,"R",6904,"R",1,"R",0,"R",6903,"R",5799,"R",84,"R",31,"R",0,"R",0,"R",31,"R",8,"R",26,"R",20
159407,"R",678,"R",1056,"R",64,"R",659,"R",0,"R",0,"R",659,"R",347,"R",53,"R",114,"R",0,"R",0,"R",114,"R",33,"R",29,"R",26
159416,"R",267,"R",955,"R",28,"R",288,"R",0,"R",0,"R",288,"R",180,"R",63,"R",18,"R",0,"R",0,"R",18,"R",7,"R",39,"R",27
159513,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",25,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
159522,"A",,"A",,"A",,"R",43,"R",0,"R",0,"R",43,"R",43,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
159531,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
159568,"R",214,"R",340,"R",63,"R",172,"R",1,"R",0,"R",171,"R",104,"R",61,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
159601,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
159647,"R",2254,"R",4144,"R",54,"R",1686,"R",0,"R",0,"R",1686,"R",1416,"R",84,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"R",22
